ref_id,head,tail,start codon,stop codon
Y57A10A.18a.2,1.0,5125,164,4534
Y57A10A.18b.1,1.0,5214,242,4621
Y57A10A.18c.1,1.0,4987,1,4458
Y57A10A.18d.1,1.0,5174,159,4598
Y57A10A.18e.1,1.0,5197,156,4607
Y57A10A.19.1,1.0,2265,3,1280
Y57A10A.2.1,1.0,1385,171,1277
Y57A10A.2.2,1.0,1225,11,1117
Y57A10A.2.3,1.0,1338,119,1225
Y57A10A.20.1,1.0,3610,15,1943
Y57A10A.23.1,1.0,674,1,561
Y57A10A.24.1,1.0,1706,50,1612
Y57A10A.25.1,1.0,1711,2,1474
Y57A10A.26.1,1.0,925,7,816
Y57A10A.27.1,1.0,1373,2,1168
Y57A10A.28.1,1.0,1452,9,950
Y57A10A.29.1,1.0,940,148,507
Y57A10A.30.1,1.0,848,125,730
Y57A10A.30.2,1.0,727,6,611
Y57A10A.31.1,1.0,4063,21,3563
Y57A10A.35.1,1.0,890,89,820
Y57A10A.4.1,1.0,2068,29,2017
Y57A10A.5.1,1.0,1982,27,1742
Y57A10A.8.1,1.0,1644,9,1520
Y57A10A.9.1,1.0,738,65,541
Y57A10B.1.1,1.0,2139,20,1825
Y57A10B.3.1,1.0,1068,16,966
Y57A10B.4.1,1.0,1119,1,1083
Y57A10B.5.1,1.0,1115,14,1096
Y57A10B.6.1,1.0,1271,74,1186
Y57A10B.7.1,1.0,914,48,863
Y57A10C.1.1,1.0,851,72,791
Y57A10C.10.1,1.0,645,1,645
Y57A10C.11.1,1.0,820,1,789
Y57A10C.3.1,1.0,1236,88,1182
Y57A10C.4.1,1.0,1080,1,1080
Y57A10C.6.1,1.0,1333,5,1243
Y57A10C.7.1,1.0,1177,146,1081
Y57A10C.8.1,1.0,1008,1,1008
Y57A10C.9a.1,1.0,865,1,744
Y57A10C.9b.1,1.0,747,1,747
Y57A10C.9c.1,1.0,843,1,792
Y57A10C.9d.1,1.0,792,1,792
Y57A10C.9e.1,1.0,771,1,771
Y57E12AL.1a.1,1.0,1593,5,1384
Y57E12AL.1a.2,1.0,1727,139,1518
Y57E12AL.1b.1,1.0,1546,5,1366
Y57E12AL.1b.2,1.0,1780,117,1478
Y57E12AL.2.1,1.0,403,1,366
Y57E12AL.4.1,1.0,369,1,321
Y57E12AL.5.1,1.0,838,6,758
Y57E12AL.6.1,1.0,485,1,393
Y57E12AL.6.2,1.0,588,37,429
Y57E12AM.1.1,1.0,427,7,246
Y57E12AR.1.1,1.0,424,7,306
Y57E12B.1.1,1.0,298,19,255
Y57E12B.10.1,1.0,418,118,348
Y57E12B.11.1,1.0,305,17,253
Y57E12B.3.1,1.0,1929,7,1782
Y57E12B.4.1,1.0,1035,26,982
Y57G11A.1a.1,1.0,2122,193,1989
Y57G11A.1b.1,1.0,2524,28,2385
Y57G11A.1c.1,1.0,390,1,390
Y57G11A.1d.1,1.0,2457,1,2457
Y57G11A.1e.1,1.0,2676,1,2676
Y57G11A.1f.1,1.0,2652,1,2652
Y57G11A.2.1,1.0,2057,66,1988
Y57G11A.4.1,1.0,892,7,795
Y57G11A.4.2,1.0,1000,101,889
Y57G11A.5.1,1.0,333,1,333
Y57G11B.1.1,1.0,1430,14,1270
Y57G11B.2a.1,1.0,711,1,489
Y57G11B.2b.1,1.0,354,1,354
Y57G11B.3.1,1.0,694,44,646
Y57G11B.5.1,1.0,724,7,684
Y57G11B.6.1,1.0,514,13,402
Y57G11B.7.1,1.0,698,18,665
Y57G11B.8.1,1.0,636,1,288
Y57G11B.97a.1,1.0,769,75,674
Y57G11B.97b.1,1.0,762,72,665
Y57G11C.1.1,1.0,1902,1,1902
Y57G11C.10a.1,1.0,1692,38,1372
Y57G11C.10b.1,1.0,1380,1,1380
Y57G11C.10c.1,1.0,309,1,309
Y57G11C.1130.1,1.0,746,322,708
Y57G11C.1131.1,1.0,558,382,558
Y57G11C.1142.1,1.0,63,1,63
Y57G11C.1144.1,1.0,579,194,415
Y57G11C.1147.1,1.0,763,65,289
Y57G11C.1147.2,1.0,807,41,265
Y57G11C.1147.3,1.0,573,41,265
Y57G11C.11a.1,1.0,913,1,807
Y57G11C.12.1,1.0,765,273,668
Y57G11C.12.2,1.0,1004,510,905
Y57G11C.13.1,1.0,984,31,588
Y57G11C.14.1,1.0,825,35,763
Y57G11C.15a.1,1.0,2135,415,1836
Y57G11C.15b.1,1.0,1329,1,1329
Y57G11C.16.1,1.0,598,21,485
Y57G11C.17a.1,1.0,1657,43,1617
Y57G11C.2.1,1.0,1329,10,1329
Y57G11C.20.1,1.0,1950,1,1950
Y57G11C.22a.1,1.0,1398,1,1335
Y57G11C.23.1,1.0,1688,54,1643
Y57G11C.24a.1,1.0,2848,1,2589
Y57G11C.24d.1,1.0,2538,1,2538
Y57G11C.24e.1,1.0,2260,3,2000
Y57G11C.24g.1,1.0,3096,83,2836
Y57G11C.24h.1,1.0,2847,83,2305
Y57G11C.24i.1,1.0,3056,76,2904
Y57G11C.24j.1,1.0,2664,1,2664
Y57G11C.24k.1,1.0,2613,1,2613
Y57G11C.24l.1,1.0,2073,1,2073
Y57G11C.24m.1,1.0,540,1,540
Y57G11C.24n.1,1.0,2832,1,2832
Y57G11C.24o.1,1.0,2757,1,2757
Y57G11C.25.1,1.0,824,15,614
Y57G11C.28.1,1.0,858,1,858
Y57G11C.30a.1,1.0,981,1,981
Y57G11C.30b.1,1.0,624,1,624
Y57G11C.31.1,1.0,1359,3,1217
Y57G11C.31.2,1.0,1460,103,1317
Y57G11C.32.1,1.0,2441,11,2398
Y57G11C.33a.1,1.0,867,6,539
Y57G11C.33b.1,1.0,857,8,529
Y57G11C.34.1,1.0,771,6,674
Y57G11C.36.1,1.0,2037,690,1832
Y57G11C.36.2,1.0,1373,22,1164
Y57G11C.37a.1,1.0,2859,180,2693
Y57G11C.37a.2,1.0,2687,8,2521
Y57G11C.37b.1,1.0,2682,1,2682
Y57G11C.38a.1,1.0,1277,63,1016
Y57G11C.38b.1,1.0,117,1,117
Y57G11C.39.1,1.0,824,39,683
Y57G11C.3a.1,1.0,810,1,810
Y57G11C.3b.1,1.0,774,1,774
Y57G11C.4.1,1.0,880,10,684
Y57G11C.40.1,1.0,605,40,585
Y57G11C.41.1,1.0,721,57,602
Y57G11C.42a.1,1.0,2290,57,2078
Y57G11C.42a.2,1.0,2238,5,2026
Y57G11C.42b.1,1.0,1918,7,1701
Y57G11C.42b.2,1.0,1972,65,1759
Y57G11C.42c.1,1.0,1493,9,1268
Y57G11C.42d.1,1.0,1797,1,1587
Y57G11C.43.1,1.0,1125,135,1043
Y57G11C.44a.1,1.0,553,40,507
Y57G11C.44b.1,1.0,264,1,264
Y57G11C.44c.1,1.0,173,1,123
Y57G11C.45a.1,1.0,538,3,350
Y57G11C.45b.1,1.0,502,3,347
Y57G11C.45b.2,1.0,620,119,463
Y57G11C.45c.1,1.0,354,1,354
Y57G11C.46.1,1.0,1186,3,1136
Y57G11C.47.1,1.0,1213,177,1127
Y57G11C.48.1,1.0,721,1,672
Y57G11C.49.1,1.0,1317,1,1317
Y57G11C.499.1,1.0,741,1,741
Y57G11C.50.1,1.0,972,151,645
Y57G11C.51.1,1.0,714,75,557
Y57G11C.51.2,1.0,654,9,491
Y57G11C.52.1,1.0,341,99,305
Y57G11C.5a.1,1.0,1711,32,1639
Y57G11C.5b.1,1.0,1539,1,1539
Y57G11C.5c.1,1.0,756,1,756
Y57G11C.6.1,1.0,1562,50,1498
Y57G11C.8.1,1.0,911,99,731
Y57G11C.9a.1,1.0,1858,17,1678
Y57G11C.9b.1,1.0,2074,17,1894
Y57G11C.9c.1,1.0,3425,154,387
Y57G11C.9c.2,1.0,2657,154,387
Y57G11C.9c.3,1.0,2415,129,362
Y57G11C.9c.4,1.0,2197,127,360
Y57G11C.9c.5,1.0,2129,118,351
Y57G11C.9d.1,1.0,255,1,255
Y57G7A.1.1,1.0,448,14,427
Y57G7A.1.2,1.0,453,24,437
Y57G7A.10.1,1.0,1065,18,902
Y57G7A.11.1,1.0,605,94,552
Y57G7A.12a.1,1.0,948,1,948
Y57G7A.12b.1,1.0,552,1,552
Y57G7A.2.1,1.0,605,10,543
Y57G7A.3a.1,1.0,388,22,348
Y57G7A.3b.1,1.0,291,1,255
Y57G7A.4.1,1.0,1161,1,1161
Y57G7A.5.1,1.0,821,49,783
Y57G7A.6.1,1.0,2789,77,2752
Y57G7A.7.1,1.0,1029,1,1029
Y57G7A.9.1,1.0,677,157,666
Y58A7A.1a.1,1.0,515,1,393
Y58A7A.1b.1,1.0,651,10,501
Y58A7A.2.1,1.0,438,129,281
Y58A7A.3.1,1.0,2801,80,2731
Y58A7A.3.2,1.0,2794,73,2724
Y58A7A.4.1,1.0,2771,1,2715
Y58A7A.5.1,1.0,1218,17,955
Y58A7A.6.1,1.0,980,71,844
Y58G8A.1.1,1.0,1648,36,1496
Y58G8A.4a.1,1.0,1489,13,1206
Y58G8A.4b.1,1.0,1562,13,1314
Y58G8A.5.1,1.0,414,2,244
Y59A8A.1.1,1.0,1894,18,1823
Y59A8A.2.1,1.0,1926,22,1821
Y59A8A.3.1,1.0,2485,4,2034
Y59A8A.4.1,1.0,1002,1,1002
Y59A8A.8.1,1.0,108,1,108
Y59A8B.10a.1,1.0,1515,6,1247
Y59A8B.10b.1,1.0,939,1,939
Y59A8B.10c.1,1.0,186,1,186
Y59A8B.10d.1,1.0,1632,128,1381
Y59A8B.11a.1,1.0,1089,144,1037
Y59A8B.11a.2,1.0,1962,1017,1910
Y59A8B.11a.3,1.0,1060,111,1004
Y59A8B.11a.4,1.0,1094,145,1038
Y59A8B.11b.1,1.0,966,1,966
Y59A8B.11c.1,1.0,1049,73,993
Y59A8B.12.1,1.0,470,7,363
Y59A8B.13a.1,1.0,1347,1,1347
Y59A8B.13b.1,1.0,1449,11,1291
Y59A8B.13c.1,1.0,1302,1,1302
Y59A8B.13d.1,1.0,1404,11,1246
Y59A8B.13e.1,1.0,351,1,351
Y59A8B.13f.1,1.0,417,1,417
Y59A8B.14a.1,1.0,1854,1,1854
Y59A8B.14b.1,1.0,1431,1,1431
Y59A8B.14c.1,1.0,1842,1,1842
Y59A8B.19.1,1.0,598,1,543
Y59A8B.1a.1,1.0,5666,166,5091
Y59A8B.20.1,1.0,690,9,497
Y59A8B.21a.1,1.0,1683,19,1401
Y59A8B.21b.1,1.0,1539,19,1539
Y59A8B.22a.1,1.0,2452,2,1438
Y59A8B.22b.1,1.0,1146,1,1146
Y59A8B.22c.1,1.0,1047,1,1047
Y59A8B.22d.1,1.0,402,1,402
Y59A8B.23a.1,1.0,2026,1,1791
Y59A8B.23b.1,1.0,1320,1,1320
Y59A8B.23c.1,1.0,2176,85,1710
Y59A8B.24.1,1.0,201,1,201
Y59A8B.25.1,1.0,438,1,438
Y59A8B.26a.1,1.0,814,1,777
Y59A8B.26b.1,1.0,543,1,543
Y59A8B.3.1,1.0,1050,1,1050
Y59A8B.4.1,1.0,1041,1,1041
Y59A8B.6.1,1.0,3043,9,2915
Y59A8B.7.1,1.0,1367,22,972
Y59A8B.8.1,1.0,902,3,902
Y59A8B.9.1,1.0,564,1,564
Y59C2A.1.1,1.0,1452,7,1371
Y59C2A.2a.1,1.0,2497,26,1969
Y59C2A.2b.1,1.0,849,7,315
Y59C2A.3.1,1.0,2403,12,2360
Y59E1A.1.1,1.0,1011,1,1011
Y59E1A.2.1,1.0,690,1,690
Y59E1A.4.1,1.0,267,1,267
Y59E9AL.1.1,1.0,760,1,705
Y59E9AL.2.1,1.0,1233,40,1185
Y59E9AL.3.1,1.0,1222,37,1182
Y59E9AL.36.1,1.0,1841,11,1678
Y59E9AL.4.1,1.0,1729,10,1677
Y59E9AL.6.1,1.0,774,65,709
Y59E9AL.7.1,1.0,846,205,528
Y59E9AL.8.1,1.0,1044,167,1006
Y59E9AR.1.1,1.0,393,1,393
Y59E9AR.2.1,1.0,1152,1,1152
Y59E9AR.3.1,1.0,927,1,927
Y59E9AR.4.1,1.0,872,4,702
Y59E9AR.5.1,1.0,927,1,927
Y59E9AR.7.1,1.0,393,1,393
Y59E9AR.8.1,1.0,1152,1,1152
Y59H11AL.1a.1,1.0,1636,35,1318
Y59H11AL.1b.1,1.0,1704,37,1341
Y59H11AM.1.1,1.0,384,1,384
Y59H11AM.2.1,1.0,903,1,903
Y59H11AM.3.1,1.0,903,1,903
Y59H11AM.4.1,1.0,701,95,652
Y59H11AR.10.1,1.0,352,79,315
Y59H11AR.2a.1,1.0,3755,1,3384
Y59H11AR.2b.1,1.0,3336,1,3336
Y59H11AR.3.1,1.0,399,1,399
Y59H11AR.4.1,1.0,1822,21,1418
Y59H11AR.5.1,1.0,805,11,595
Y5F2A.1.1,1.0,514,24,422
Y5F2A.2.1,1.0,460,3,398
Y5F2A.4.1,1.0,1462,7,1371
Y5H2A.1.1,1.0,560,16,498
Y5H2A.2.1,1.0,1275,12,1241
Y5H2A.3.1,1.0,1060,41,1060
Y5H2A.4.1,1.0,1620,1,1620
Y5H2B.1a.1,1.0,1237,80,1174
Y5H2B.1b.1,1.0,1071,1,1071
Y5H2B.2a.1,1.0,1310,5,1249
Y5H2B.2b.1,1.0,1418,17,1294
Y5H2B.3.1,1.0,549,1,549
Y5H2B.4.1,1.0,894,1,894
Y5H2B.5.1,1.0,1648,9,1559
Y5H2B.6.1,1.0,1592,18,1298
Y5H2B.6.2,1.0,2035,15,1295
Y5H2B.7.1,1.0,1002,1,1002
Y60A3A.1.1,1.0,2897,66,2636
Y60A3A.10.1,1.0,1881,13,1167
Y60A3A.10.2,1.0,1874,6,1160
Y60A3A.12.1,1.0,2532,51,1481
Y60A3A.13a.1,1.0,1564,2,1378
Y60A3A.13b.1,1.0,225,1,225
Y60A3A.13c.1,1.0,1287,1,1287
Y60A3A.14.1,1.0,2492,5,1249
Y60A3A.16.1,1.0,489,7,435
Y60A3A.16.2,1.0,882,70,498
Y60A3A.18.1,1.0,681,30,509
Y60A3A.19a.1,1.0,777,13,699
Y60A3A.19b.1,1.0,855,13,780
Y60A3A.19c.1,1.0,2204,15,470
Y60A3A.2.1,1.0,729,1,729
Y60A3A.21a.1,1.0,412,15,308
Y60A3A.21b.1,1.0,555,14,376
Y60A3A.22a.1,1.0,975,1,975
Y60A3A.22b.1,1.0,747,1,747
Y60A3A.23.1,1.0,257,57,257
Y60A3A.24.1,1.0,1481,7,1215
Y60A3A.25.1,1.0,1826,16,1281
Y60A3A.3.1,1.0,1414,1,996
Y60A3A.4a.1,1.0,1070,6,989
Y60A3A.4b.1,1.0,1084,4,621
Y60A3A.5.1,1.0,936,1,936
Y60A3A.6.1,1.0,1002,1,1002
Y60A3A.7.1,1.0,1226,10,1137
Y60A3A.8.1,1.0,1275,35,1153
Y60A3A.9.1,1.0,848,4,639
Y60A9.1.1,1.0,771,1,771
Y60A9.3.1,1.0,612,1,612
Y60A9A.1.1,1.0,315,1,315
Y60C6A.1.1,1.0,825,11,676
Y60C6A.2.1,1.0,372,1,288
Y60C6A.3.1,1.0,350,3,293
Y61A9LA.10.1,1.0,3350,10,3177
Y61A9LA.11a.1,1.0,765,14,682
Y61A9LA.11b.1,1.0,773,16,690
Y61A9LA.12.1,1.0,582,1,582
Y61A9LA.1a.1,1.0,2100,97,1677
Y61A9LA.1b.1,1.0,1970,13,1551
Y61A9LA.3a.1,1.0,2404,11,2242
Y61A9LA.3c.1,1.0,2350,9,2246
Y61A9LA.3d.1,1.0,497,1,405
Y61A9LA.3e.1,1.0,282,1,282
Y61A9LA.3f.1,1.0,1011,2,919
Y61A9LA.4.1,1.0,841,102,701
Y61A9LA.7a.1,1.0,633,168,563
Y61A9LA.7b.1,1.0,240,1,240
Y61A9LA.8a.1,1.0,2831,17,2239
Y61A9LA.8b.1,1.0,2881,23,2251
Y61A9LA.9.1,1.0,792,1,792
Y61B8A.1.1,1.0,1059,1,1059
Y61B8A.2.1,1.0,1130,1,1071
Y61B8A.4.1,1.0,964,14,937
Y61B8A.6.1,1.0,341,173,319
Y61B8B.1.1,1.0,978,1,978
Y61B8B.3.1,1.0,144,1,144
Y62E10A.1.1,1.0,451,6,338
Y62E10A.10.1,1.0,802,1,705
Y62E10A.11.1,1.0,806,244,687
Y62E10A.11.2,1.0,765,244,687
Y62E10A.12a.1,1.0,417,1,309
Y62E10A.12a.2,1.0,430,16,324
Y62E10A.12b.1,1.0,60,1,60
Y62E10A.13a.1,1.0,1340,296,1126
Y62E10A.13b.1,1.0,1148,95,934
Y62E10A.13c.1,1.0,1170,160,957
Y62E10A.13c.2,1.0,1140,127,924
Y62E10A.13c.3,1.0,1009,8,805
Y62E10A.13d.1,1.0,201,1,201
Y62E10A.13e.1,1.0,846,1,846
Y62E10A.13f.1,1.0,864,1,864
Y62E10A.13g.1,1.0,1062,1,858
Y62E10A.13h.1,1.0,1010,2,793
Y62E10A.14.1,1.0,1297,2,1039
Y62E10A.15a.1,1.0,1000,18,911
Y62E10A.15b.1,1.0,1077,16,942
Y62E10A.15c.1,1.0,1208,14,895
Y62E10A.16.1,1.0,2185,7,1497
Y62E10A.17a.1,1.0,1213,1,1092
Y62E10A.17b.1,1.0,1317,98,1201
Y62E10A.19.1,1.0,1236,145,1098
Y62E10A.2.1,1.0,690,21,257
Y62E10A.2.2,1.0,733,21,257
Y62E10A.20.1,1.0,859,4,666
Y62E10A.23.1,1.0,397,56,397
Y62E10A.24.1,1.0,712,239,631
Y62E10A.24.2,1.0,1002,139,531
Y62E10A.3.1,1.0,686,131,652
Y62E10A.4a.1,1.0,987,1,933
Y62E10A.4b.1,1.0,324,1,324
Y62E10A.5a.1,1.0,776,1,528
Y62E10A.5b.1,1.0,402,1,402
Y62E10A.6.1,1.0,1492,1,1377
Y62E10A.8a.1,1.0,920,10,786
Y62E10A.8b.1,1.0,54,1,54
Y62E10A.9.1,1.0,736,22,654
Y62E10A.9.2,1.0,846,126,758
Y62F5A.10.1,1.0,1412,64,1377
Y62F5A.12.1,1.0,494,3,389
Y62F5A.1a.1,1.0,1077,3,980
Y62F5A.1b.1,1.0,1079,1,894
Y62F5A.9.1,1.0,784,43,636
Y62H9A.1.1,1.0,1331,114,1214
Y62H9A.10a.1,1.0,1121,13,1008
Y62H9A.10b.1,1.0,1068,1,987
Y62H9A.11.1,1.0,972,157,852
Y62H9A.12.1,1.0,881,33,815
Y62H9A.13.1,1.0,363,1,363
Y62H9A.14a.1,1.0,1017,1,996
Y62H9A.14b.1,1.0,1081,20,1024
Y62H9A.15a.1,1.0,571,104,427
Y62H9A.15b.1,1.0,423,1,423
Y62H9A.16.1,1.0,642,154,642
Y62H9A.2.1,1.0,774,14,667
Y62H9A.3.1,1.0,725,28,672
Y62H9A.4.1,1.0,709,17,655
Y62H9A.5.1,1.0,565,19,516
Y62H9A.6.1,1.0,635,27,572
Y62H9A.7.1,1.0,468,1,468
Y62H9A.8.1,1.0,674,7,519
Y62H9A.9.1,1.0,1110,1,1110
Y63D3A.10.1,1.0,970,12,818
Y63D3A.2.1,1.0,977,8,961
Y63D3A.3.1,1.0,976,8,976
Y63D3A.4.1,1.0,1307,8,1096
Y63D3A.5.1,1.0,1766,45,1505
Y63D3A.5.2,1.0,1715,1,1461
Y63D3A.6a.1,1.0,1872,18,1757
Y63D3A.6b.1,1.0,2555,18,2276
Y63D3A.7.1,1.0,361,1,279
Y63D3A.8.1,1.0,1524,14,1066
Y63D3A.9a.1,1.0,875,6,875
Y63D3A.9b.1,1.0,1112,10,612
Y64G10A.1.1,1.0,909,1,909
Y64G10A.10a.1,1.0,356,49,339
Y64G10A.2.1,1.0,776,42,605
Y64G10A.6.1,1.0,2993,130,2670
Y64G10A.7a.1,1.0,5337,71,5035
Y64G10A.7b.1,1.0,5145,1,5145
Y64G10A.7c.1,1.0,5190,68,4906
Y64G10A.7d.1,1.0,5119,70,4887
Y64G10A.7e.1,1.0,4692,1,4692
Y64G10A.8.1,1.0,1032,1,1011
Y64H9A.2.1,1.0,610,141,446
Y65A5A.1a.1,1.0,526,30,401
Y65A5A.1b.1,1.0,225,1,225
Y65A5A.24.1,1.0,147,6,104
Y65A5A.2a.1,1.0,1748,1,1002
Y65A5A.2b.1,1.0,339,1,339
Y65A5A.2c.1,1.0,564,1,564
Y65B4A.1.1,1.0,2309,39,1367
Y65B4A.2a.1,1.0,1511,3,1268
Y65B4A.2b.1,1.0,1630,81,1388
Y65B4A.2c.1,1.0,1639,62,1408
Y65B4A.3.1,1.0,804,133,759
Y65B4A.4.1,1.0,1320,66,440
Y65B4A.4.2,1.0,776,3,377
Y65B4A.4.3,1.0,1256,3,377
Y65B4A.6a.1,1.0,2840,12,1211
Y65B4A.6b.1,1.0,840,1,840
Y65B4A.7a.1,1.0,501,18,488
Y65B4A.7b.1,1.0,288,1,288
Y65B4A.8.1,1.0,1887,62,1447
Y65B4A.9a.1,1.0,1324,95,1270
Y65B4A.9b.1,1.0,1255,97,1206
Y65B4BL.1.1,1.0,781,20,301
Y65B4BL.2a.1,1.0,2044,5,1864
Y65B4BL.2b.1,1.0,1725,1,1725
Y65B4BL.3a.1,1.0,998,13,912
Y65B4BL.3b.1,1.0,747,1,747
Y65B4BL.4.1,1.0,1184,39,1013
Y65B4BL.5a.1,1.0,2597,4,2163
Y65B4BL.5b.1,1.0,2031,1,2031
Y65B4BL.5c.1,1.0,2181,1,2181
Y65B4BL.6a.1,1.0,535,206,367
Y65B4BL.6b.1,1.0,129,1,129
Y65B4BL.7a.1,1.0,1070,402,1046
Y65B4BL.7a.2,1.0,984,316,960
Y65B4BL.7b.1,1.0,519,1,519
Y65B4BL.7c.1,1.0,753,1,753
Y65B4BM.3.1,1.0,1242,171,1010
Y65B4BR.1.1,1.0,1235,28,1161
Y65B4BR.2a.1,1.0,1025,132,917
Y65B4BR.2b.1,1.0,657,1,657
Y65B4BR.2c.1,1.0,803,1,699
Y65B4BR.2d.1,1.0,1063,132,959
Y65B4BR.2e.1,1.0,1558,63,689
Y65B4BR.2f.1,1.0,1613,76,744
Y65B4BR.3.1,1.0,3390,13,2742
Y65B4BR.4a.1,1.0,2974,17,2401
Y65B4BR.4b.1,1.0,2964,17,2395
Y65B4BR.4c.1,1.0,1524,1,1524
Y65B4BR.4d.1,1.0,1518,1,1518
Y65B4BR.5.1,1.0,699,18,605
Y65B4BR.6a.1,1.0,1500,55,1236
Y65B4BR.6b.1,1.0,1680,55,1416
Y65B4BR.8.1,1.0,735,4,585
Y65B4BR.9.1,1.0,797,198,641
Y66A7A.1.1,1.0,1313,1,1179
Y66A7A.2a.1,1.0,584,21,497
Y66A7A.2b.1,1.0,180,1,180
Y66A7A.4.1,1.0,1534,1,1440
Y66A7A.5.1,1.0,2174,14,2071
Y66A7A.6.1,1.0,1301,2,1267
Y66A7A.7.1,1.0,421,20,265
Y66A7A.8.1,1.0,1468,16,1278
Y66A7A.9.1,1.0,287,36,257
Y66C5A.1.1,1.0,404,15,236
Y66C5A.2.1,1.0,255,1,255
Y66D12A.1.1,1.0,855,1,711
Y66D12A.10.1,1.0,861,39,746
Y66D12A.11.1,1.0,1157,80,1102
Y66D12A.12.1,1.0,1462,20,1051
Y66D12A.13.1,1.0,1664,8,1609
Y66D12A.14.1,1.0,8875,4,8832
Y66D12A.15.1,1.0,2550,26,2395
Y66D12A.16a.1,1.0,576,1,477
Y66D12A.16b.1,1.0,557,1,468
Y66D12A.16c.1,1.0,748,69,650
Y66D12A.16d.1,1.0,1526,851,1423
Y66D12A.17.1,1.0,2481,2,2398
Y66D12A.19.1,1.0,1457,47,1420
Y66D12A.19.2,1.0,2829,33,1406
Y66D12A.20.1,1.0,1269,67,1206
Y66D12A.21.1,1.0,642,36,575
Y66D12A.22.1,1.0,417,17,277
Y66D12A.22.2,1.0,413,17,277
Y66D12A.22.3,1.0,386,20,280
Y66D12A.23.1,1.0,1365,58,1314
Y66D12A.23.2,1.0,1337,28,1284
Y66D12A.24.1,1.0,959,7,792
Y66D12A.3.1,1.0,1115,82,1023
Y66D12A.3.2,1.0,1107,73,1014
Y66D12A.30.1,1.0,411,1,261
Y66D12A.5.1,1.0,2444,60,2249
Y66D12A.6.1,1.0,589,1,411
Y66D12A.7.1,1.0,598,24,551
Y66D12A.8a.1,1.0,805,2,736
Y66D12A.8b.1,1.0,649,1,585
Y66D12A.8c.1,1.0,159,1,159
Y66D12A.9a.1,1.0,920,5,751
Y66D12A.9b.1,1.0,411,1,411
Y66H1A.2a.1,1.0,929,7,726
Y66H1A.2b.1,1.0,156,1,156
Y66H1A.3.1,1.0,468,1,378
Y66H1A.4.1,1.0,989,3,737
Y66H1A.5.1,1.0,960,126,779
Y66H1A.6a.1,1.0,3874,11,3808
Y66H1A.6c.1,1.0,3918,11,3850
Y66H1A.8a.1,1.0,60,1,60
Y66H1A.8b.1,1.0,171,1,171
Y66H1B.2a.1,1.0,7113,1,6768
Y66H1B.2b.1,1.0,3389,1,3255
Y66H1B.2c.1,1.0,2511,1,2511
Y66H1B.2f.1,1.0,6976,1,6615
Y66H1B.2g.1,1.0,6965,1,6621
Y66H1B.2h.1,1.0,7129,4,6777
Y66H1B.2i.1,1.0,7121,1,6774
Y66H1B.2j.1,1.0,6621,1,6621
Y66H1B.2k.1,1.0,6627,1,6627
Y66H1B.2l.1,1.0,7131,1,6780
Y66H1B.2m.1,1.0,6366,1,6366
Y66H1B.2n.1,1.0,6213,1,6213
Y66H1B.2o.1,1.0,6219,1,6219
Y66H1B.2p.1,1.0,6372,1,6372
Y66H1B.2q.1,1.0,6372,1,6372
Y66H1B.2r.1,1.0,6219,1,6219
Y66H1B.2s.1,1.0,6225,1,6225
Y66H1B.2t.1,1.0,6378,1,6378
Y66H1B.4.1,1.0,1798,7,1665
Y67A10A.1.1,1.0,2008,22,1956
Y67A10A.10.1,1.0,607,37,549
Y67A10A.11a.1,1.0,933,12,890
Y67A10A.11b.1,1.0,405,1,405
Y67A10A.2.1,1.0,552,1,552
Y67A10A.3a.1,1.0,3681,8,3631
Y67A10A.3b.1,1.0,3273,1,3273
Y67A10A.4.1,1.0,1074,21,932
Y67A10A.4.2,1.0,1799,739,1650
Y67A10A.4.3,1.0,1355,295,1206
Y67A10A.5.1,1.0,798,1,798
Y67A10A.6a.1,1.0,1282,12,1220
Y67A10A.6b.1,1.0,1366,95,1303
Y67A10A.6c.1,1.0,1271,17,1210
Y67A10A.6d.1,1.0,1431,213,1406
Y67A10A.7.1,1.0,1306,16,1053
Y67A10A.8a.1,1.0,1167,3,989
Y67A10A.8b.1,1.0,849,1,849
Y67A10A.9.1,1.0,2442,11,2215
Y67A6A.1.1,1.0,482,46,417
Y67A6A.2a.1,1.0,1655,12,1559
Y67A6A.2b.1,1.0,1062,1,1062
Y67A6A.2c.1,1.0,1650,10,1548
Y67A6A.2d.1,1.0,1053,1,1053
Y67D2.1.1,1.0,1650,19,1551
Y67D2.1.2,1.0,1652,10,1542
Y67D2.2.1,1.0,1784,83,1507
Y67D2.3.1,1.0,628,14,484
Y67D2.4a.1,1.0,1236,120,1166
Y67D2.4b.1,1.0,1283,844,1215
Y67D2.4b.2,1.0,1007,567,938
Y67D2.4b.3,1.0,1302,863,1234
Y67D2.4b.4,1.0,1065,653,1024
Y67D2.4b.5,1.0,1003,563,934
Y67D2.4b.6,1.0,898,458,829
Y67D2.4b.7,1.0,1288,848,1219
Y67D2.4b.8,1.0,809,390,761
Y67D2.4b.9,1.0,653,213,584
Y67D2.4c.1,1.0,942,1,942
Y67D2.5.1,1.0,693,46,654
Y67D2.6.1,1.0,2292,7,2205
Y67D2.7.1,1.0,1320,8,901
Y67D8A.2a.1,1.0,3896,3,3659
Y67D8A.2b.1,1.0,3961,5,3721
Y67D8A.2c.1,1.0,738,1,738
Y67D8A.2d.1,1.0,1794,1,1794
