ref_id,length
Y62E10A.13d.1,201
Y62E10A.13e.1,846
Y62E10A.13f.1,864
Y62E10A.13g.1,1062
Y62E10A.13h.1,1010
Y62E10A.14.1,1297
Y62E10A.15a.1,1000
Y62E10A.15b.1,1077
Y62E10A.15c.1,1208
Y62E10A.16.1,2185
Y62E10A.17a.1,1213
Y62E10A.17b.1,1317
Y62E10A.19.1,1236
Y62E10A.2.1,690
Y62E10A.2.2,733
Y62E10A.20.1,859
Y62E10A.23.1,397
Y62E10A.24.1,712
Y62E10A.24.2,1002
Y62E10A.3.1,686
Y62E10A.4a.1,987
Y62E10A.4b.1,324
Y62E10A.5a.1,776
Y62E10A.5b.1,402
Y62E10A.6.1,1492
Y62E10A.8a.1,920
Y62E10A.8b.1,54
Y62E10A.9.1,736
Y62E10A.9.2,846
Y62F5A.10.1,1412
Y62F5A.12.1,494
Y62F5A.1a.1,1077
Y62F5A.1b.1,1079
Y62F5A.9.1,784
Y62H9A.1.1,1331
Y62H9A.10a.1,1121
Y62H9A.10b.1,1068
Y62H9A.11.1,972
Y62H9A.12.1,881
Y62H9A.13.1,363
Y62H9A.14a.1,1017
Y62H9A.14b.1,1081
Y62H9A.15a.1,571
Y62H9A.15b.1,423
Y62H9A.16.1,642
Y62H9A.2.1,774
Y62H9A.3.1,725
Y62H9A.4.1,709
Y62H9A.5.1,565
Y62H9A.6.1,635
Y62H9A.7.1,468
Y62H9A.8.1,674
Y62H9A.9.1,1110
Y63D3A.10.1,970
Y63D3A.2.1,977
Y63D3A.3.1,976
Y63D3A.4.1,1307
Y63D3A.5.1,1766
Y63D3A.5.2,1715
Y63D3A.6a.1,1872
Y63D3A.6b.1,2555
Y63D3A.7.1,361
Y63D3A.8.1,1524
Y63D3A.9a.1,875
Y63D3A.9b.1,1112
Y64G10A.1.1,909
Y64G10A.10a.1,356
Y64G10A.2.1,776
Y64G10A.6.1,2993
Y64G10A.7a.1,5337
Y64G10A.7b.1,5145
Y64G10A.7c.1,5190
Y64G10A.7d.1,5119
Y64G10A.7e.1,4692
Y64G10A.8.1,1032
Y64H9A.2.1,610
Y65A5A.1a.1,526
Y65A5A.1b.1,225
Y65A5A.24.1,147
Y65A5A.2a.1,1748
Y65A5A.2b.1,339
Y65A5A.2c.1,564
Y65B4A.1.1,2309
Y65B4A.2a.1,1511
Y65B4A.2b.1,1630
Y65B4A.2c.1,1639
Y65B4A.3.1,804
Y65B4A.4.1,1320
Y65B4A.4.2,776
Y65B4A.4.3,1256
Y65B4A.6a.1,2840
Y65B4A.6b.1,840
Y65B4A.7a.1,501
Y65B4A.7b.1,288
Y65B4A.8.1,1887
Y65B4A.9a.1,1324
Y65B4A.9b.1,1255
Y65B4BL.1.1,781
Y65B4BL.2a.1,2044
Y65B4BL.2b.1,1725
Y65B4BL.3a.1,998
Y65B4BL.3b.1,747
Y65B4BL.4.1,1184
Y65B4BL.5a.1,2597
Y65B4BL.5b.1,2031
Y65B4BL.5c.1,2181
Y65B4BL.6a.1,535
Y65B4BL.6b.1,129
Y65B4BL.7a.1,1070
Y65B4BL.7a.2,984
Y65B4BL.7b.1,519
Y65B4BL.7c.1,753
Y65B4BM.3.1,1242
Y65B4BR.1.1,1235
Y65B4BR.2a.1,1025
Y65B4BR.2b.1,657
Y65B4BR.2c.1,803
Y65B4BR.2d.1,1063
Y65B4BR.2e.1,1558
Y65B4BR.2f.1,1613
Y65B4BR.3.1,3390
Y65B4BR.4a.1,2974
Y65B4BR.4b.1,2964
Y65B4BR.4c.1,1524
Y65B4BR.4d.1,1518
Y65B4BR.5.1,699
Y65B4BR.6a.1,1500
Y65B4BR.6b.1,1680
Y65B4BR.8.1,735
Y65B4BR.9.1,797
Y66A7A.1.1,1313
Y66A7A.2a.1,584
Y66A7A.2b.1,180
Y66A7A.4.1,1534
Y66A7A.5.1,2174
Y66A7A.6.1,1301
Y66A7A.7.1,421
Y66A7A.8.1,1468
Y66A7A.9.1,287
Y66C5A.1.1,404
Y66C5A.2.1,255
Y66D12A.1.1,855
Y66D12A.10.1,861
Y66D12A.11.1,1157
Y66D12A.12.1,1462
Y66D12A.13.1,1664
Y66D12A.14.1,8875
Y66D12A.15.1,2550
Y66D12A.16a.1,576
Y66D12A.16b.1,557
Y66D12A.16c.1,748
Y66D12A.16d.1,1526
Y66D12A.17.1,2481
Y66D12A.19.1,1457
Y66D12A.19.2,2829
Y66D12A.20.1,1269
Y66D12A.21.1,642
Y66D12A.22.1,417
Y66D12A.22.2,413
Y66D12A.22.3,386
Y66D12A.23.1,1365
Y66D12A.23.2,1337
Y66D12A.24.1,959
Y66D12A.3.1,1115
Y66D12A.3.2,1107
Y66D12A.30.1,411
Y66D12A.5.1,2444
Y66D12A.6.1,589
Y66D12A.7.1,598
Y66D12A.8a.1,805
Y66D12A.8b.1,649
Y66D12A.8c.1,159
Y66D12A.9a.1,920
Y66D12A.9b.1,411
Y66H1A.2a.1,929
Y66H1A.2b.1,156
Y66H1A.3.1,468
Y66H1A.4.1,989
Y66H1A.5.1,960
Y66H1A.6a.1,3874
Y66H1A.6c.1,3918
Y66H1A.8a.1,60
Y66H1A.8b.1,171
Y66H1B.2a.1,7113
Y66H1B.2b.1,3389
Y66H1B.2c.1,2511
Y66H1B.2f.1,6976
Y66H1B.2g.1,6965
Y66H1B.2h.1,7129
Y66H1B.2i.1,7121
Y66H1B.2j.1,6621
Y66H1B.2k.1,6627
Y66H1B.2l.1,7131
Y66H1B.2m.1,6366
Y66H1B.2n.1,6213
Y66H1B.2o.1,6219
Y66H1B.2p.1,6372
Y66H1B.2q.1,6372
Y66H1B.2r.1,6219
Y66H1B.2s.1,6225
Y66H1B.2t.1,6378
Y66H1B.4.1,1798
Y67A10A.1.1,2008
Y67A10A.10.1,607
Y67A10A.11a.1,933
Y67A10A.11b.1,405
Y67A10A.2.1,552
Y67A10A.3a.1,3681
Y67A10A.3b.1,3273
Y67A10A.4.1,1074
Y67A10A.4.2,1799
Y67A10A.4.3,1355
Y67A10A.5.1,798
Y67A10A.6a.1,1282
Y67A10A.6b.1,1366
Y67A10A.6c.1,1271
Y67A10A.6d.1,1431
Y67A10A.7.1,1306
Y67A10A.8a.1,1167
Y67A10A.8b.1,849
Y67A10A.9.1,2442
Y67A6A.1.1,482
Y67A6A.2a.1,1655
Y67A6A.2b.1,1062
Y67A6A.2c.1,1650
Y67A6A.2d.1,1053
Y67D2.1.1,1650
Y67D2.1.2,1652
Y67D2.2.1,1784
Y67D2.3.1,628
Y67D2.4a.1,1236
Y67D2.4b.1,1283
Y67D2.4b.2,1007
Y67D2.4b.3,1302
Y67D2.4b.4,1065
Y67D2.4b.5,1003
Y67D2.4b.6,898
Y67D2.4b.7,1288
Y67D2.4b.8,809
Y67D2.4b.9,653
Y67D2.4c.1,942
Y67D2.5.1,693
Y67D2.6.1,2292
Y67D2.7.1,1320
Y67D8A.2a.1,3896
Y67D8A.2b.1,3961
Y67D8A.2c.1,738
Y67D8A.2d.1,1794
Y67D8A.2e.1,1854
Y67D8A.2f.1,1596
Y67D8A.2g.1,1656
Y67D8A.2h.1,1458
Y67D8A.2i.1,1518
Y67D8A.2j.1,834
Y67D8A.2k.1,765
Y67D8A.2l.1,255
Y67D8A.3.1,1090
Y67D8B.1a.1,1236
Y67D8B.1b.1,1208
Y67D8B.2.1,1156
Y67D8B.3.1,476
Y67D8B.4a.1,613
Y67D8B.4b.1,538
Y67D8B.5.1,668
Y67D8C.10a.1,4405
Y67D8C.10a.2,3878
Y67D8C.10a.3,3757
Y67D8C.10a.4,3709
Y67D8C.10b.1,4601
Y67D8C.10b.2,4509
Y67D8C.10b.3,4451
Y67D8C.10b.4,4388
Y67D8C.10c.1,4334
Y67D8C.10d.1,3576
Y67D8C.10e.1,3084
Y67D8C.2.1,1620
Y67D8C.22a.1,805
Y67D8C.22b.1,201
Y67D8C.3a.1,2098
Y67D8C.3b.1,1939
Y67D8C.3c.1,2403
Y67D8C.3d.1,132
Y67D8C.5a.1,13147
Y67D8C.5b.1,12540
Y67D8C.5c.1,13047
Y67D8C.5d.1,12549
Y67D8C.5e.1,12978
Y67D8C.5f.1,12549
Y67D8C.5g.1,13028
Y67D8C.5h.1,12558
Y67D8C.6.1,818
Y67D8C.7.1,569
Y67D8C.8.1,753
Y67D8C.9a.1,3526
Y67D8C.9b.1,3706
Y67H2A.1.1,2394
Y67H2A.10a.1,2183
Y67H2A.10b.1,2182
Y67H2A.10c.1,72
Y67H2A.2a.1,1726
Y67H2A.2b.1,156
Y67H2A.2c.1,633
Y67H2A.2d.1,676
Y67H2A.4c.1,1787
Y67H2A.4c.2,1856
Y67H2A.4d.1,1666
Y67H2A.5.1,438
Y67H2A.6a.1,1468
Y67H2A.6b.1,1473
Y67H2A.7a.1,2202
Y67H2A.7b.1,2227
Y67H2A.7b.2,2003
Y67H2A.7b.3,2124
Y67H2A.7b.4,1823
Y67H2A.8.1,1416
Y68A4A.10a.1,1437
Y68A4A.10b.1,882
Y68A4A.13.1,377
Y68A4A.2.1,934
Y68A4A.3.1,972
Y68A4A.6.1,1188
Y68A4A.7.1,1059
Y68A4A.9.1,978
Y68A4B.1.1,644
Y68A4B.2.1,799
Y68A4B.3.1,786
Y69A2AL.1.1,1327
Y69A2AL.2.1,582
Y69A2AR.12.1,1666
Y69A2AR.15.1,1606
Y69A2AR.16a.1,3566
Y69A2AR.16b.1,2790
Y69A2AR.16c.1,1854
Y69A2AR.16d.1,585
Y69A2AR.18.1,1172
Y69A2AR.18.2,1094
Y69A2AR.19a.1,4170
Y69A2AR.19b.1,4111
Y69A2AR.19c.1,3777
Y69A2AR.1a.1,1552
Y69A2AR.1b.1,1504
Y69A2AR.1g.1,942
Y69A2AR.1h.1,429
Y69A2AR.1i.1,345
Y69A2AR.21.1,553
Y69A2AR.22.1,696
Y69A2AR.23.1,612
Y69A2AR.24.1,78
Y69A2AR.25.1,1068
Y69A2AR.26.1,1136
Y69A2AR.28.1,449
Y69A2AR.29.1,730
Y69A2AR.2a.1,2315
Y69A2AR.2b.1,530
Y69A2AR.2c.1,600
Y69A2AR.2d.1,2310
Y69A2AR.2d.2,2322
Y69A2AR.3.1,348
Y69A2AR.30a.1,947
Y69A2AR.30a.2,1004
Y69A2AR.30b.1,1812
Y69A2AR.30c.1,423
Y69A2AR.31.1,3347
Y69A2AR.32a.1,1283
Y69A2AR.32b.1,651
Y69A2AR.32c.1,147
Y69A2AR.4.1,1935
Y69A2AR.4.2,1842
Y69A2AR.46.1,245
Y69A2AR.47.1,213
Y69A2AR.5.1,1091
Y69A2AR.50.1,75
Y69A2AR.51.1,75
Y69A2AR.6.1,1005
Y69A2AR.7a.1,1382
Y69A2AR.7b.1,645
Y69A2AR.7c.1,564
Y69E1A.1.1,1123
Y69E1A.1.2,1078
Y69E1A.2.1,1226
Y69E1A.3.1,1767
Y69E1A.4.1,1223
Y69E1A.5.1,627
Y69E1A.6a.1,1044
Y69E1A.6b.1,891
Y69E1A.7a.1,1392
Y69E1A.7b.1,969
Y69E1A.7c.1,1285
Y69E1A.8.1,1216
Y69F12A.1.1,1181
Y69F12A.2a.1,1541
Y69F12A.2b.1,1584
Y69F12A.3.1,132
Y69H2.10a.1,1819
Y69H2.10c.1,2691
Y69H2.10c.2,1342
Y69H2.10c.3,1830
Y69H2.10d.1,1123
Y69H2.11.1,2842
Y69H2.12.1,2760
Y69H2.14.1,1053
Y69H2.15.1,1509
Y69H2.17.1,676
Y69H2.1a.1,1086
Y69H2.1b.1,417
Y69H2.2.1,2966
Y69H2.3a.1,1712
Y69H2.3b.1,2516
Y69H2.3c.1,2312
Y69H2.3d.1,1429
Y69H2.3e.1,1909
Y69H2.3g.1,1411
Y69H2.3h.1,1881
Y69H2.3i.1,1698
Y69H2.3j.1,2612
Y69H2.3k.1,2405
Y69H2.6.1,944
Y69H2.7a.1,1608
Y69H2.7b.1,1614
Y69H2.8.1,1027
Y69H2.9.1,1642
Y6B3A.1a.1,5143
Y6B3A.1b.1,1656
Y6B3B.1.1,5977
Y6B3B.10.1,1233
Y6B3B.11.1,1389
Y6B3B.4.1,3943
Y6B3B.5a.1,1210
Y6B3B.5a.2,1168
Y6B3B.5b.1,1047
Y6B3B.7a.1,799
Y6B3B.7a.2,688
Y6B3B.7b.1,785
Y6B3B.7b.2,633
Y6B3B.9a.1,1722
Y6B3B.9b.1,114
Y6D11A.1.1,1764
Y6D11A.2.1,1046
Y6D1A.1.1,1727
Y6D1A.2.1,1076
Y6E2A.1.1,924
Y6E2A.10.1,832
Y6E2A.2.1,1017
Y6E2A.4.1,2644
Y6E2A.4.2,1646
Y6E2A.5.1,1419
Y6E2A.6.1,1074
Y6E2A.7.1,1066
Y6E2A.8.1,1298
Y6E2A.9a.1,1043
Y6E2A.9b.1,606
Y6G8.14.1,516
Y6G8.15.1,514
Y6G8.16.1,511
Y6G8.2a.1,2224
Y6G8.3.1,1026
Y6G8.4.1,987
Y6G8.5a.1,483
Y6G8.6.1,382
Y6G8.8.1,1206
Y70C5A.2.1,1068
Y70C5A.3.1,2209
Y70C5A.4.1,264
Y70C5B.1.1,513
Y70C5B.2.1,663
Y70C5C.1.1,3135
Y70C5C.2.1,1285
Y70C5C.4.1,984
Y70C5C.6.1,1138
Y70D2A.1.1,3684
Y70D2A.1.2,1740
Y70D2A.2.1,1751
Y70G10A.3.1,2708
Y70G10A.4.1,665
Y71A12B.10a.1,1764
Y71A12B.11.1,961
Y71A12B.12a.1,2360
Y71A12B.12b.1,1761
Y71A12B.17a.1,2863
Y71A12B.17b.1,3864
Y71A12B.1a.1,816
Y71A12B.1c.1,555
Y71A12B.23.1,395
Y71A12B.24.1,555
Y71A12B.24.2,710
Y71A12B.4.1,6013
Y71A12B.5.1,864
Y71A12B.6.1,951
Y71A12B.8.1,1221
Y71A12B.9.1,2461
Y71A12C.1.1,1023
Y71A12C.2.1,876
Y71D11A.1a.1,8920
Y71D11A.1b.1,5979
Y71D11A.2.1,805
Y71D11A.3a.1,1195
Y71D11A.3b.1,1206
Y71D11A.5.1,1920
Y71F9AL.1.1,1431
Y71F9AL.10a.1,1514
Y71F9AL.10b.1,1459
Y71F9AL.10c.1,1516
Y71F9AL.10d.1,1453
Y71F9AL.10e.1,459
Y71F9AL.12a.1,1337
Y71F9AL.12b.1,1346
Y71F9AL.12c.1,378
Y71F9AL.12d.1,387
Y71F9AL.12e.1,891
Y71F9AL.12f.1,900
Y71F9AL.12g.1,399
Y71F9AL.12h.1,408
Y71F9AL.13a.1,690
Y71F9AL.13b.1,468
Y71F9AL.14.1,614
Y71F9AL.14.2,600
Y71F9AL.16.1,1598
Y71F9AL.17.1,3991
Y71F9AL.18a.1,2984
Y71F9AL.18a.2,3101
Y71F9AL.18b.1,267
Y71F9AL.18c.1,774
Y71F9AL.18d.1,1047
Y71F9AL.2.1,1591
Y71F9AL.25.1,456
Y71F9AL.4.1,1722
Y71F9AL.5.1,693
Y71F9AL.6.1,816
Y71F9AL.7.1,555
Y71F9AL.8.1,1074
Y71F9AL.9.1,1435
Y71F9AM.11.1,339
Y71F9AM.4a.1,2554
Y71F9AM.4b.1,1770
Y71F9AM.5a.1,529
Y71F9AM.5b.1,565
Y71F9AM.6.1,1053
Y71F9AM.8.1,320
Y71F9AR.1.1,3441
Y71F9AR.10.1,264
Y71F9AR.2.1,806
Y71F9AR.3.1,2325
Y71F9AR.4.1,430
Y71F9B.1.1,458
Y71F9B.10a.1,4603
Y71F9B.10b.1,4302
Y71F9B.10c.1,4625
Y71F9B.10d.1,3480
Y71F9B.10e.1,3498
Y71F9B.10f.1,423
Y71F9B.10g.1,4334
Y71F9B.13a.1,797
Y71F9B.13c.1,1402
Y71F9B.15.1,2184
Y71F9B.16a.1,824
Y71F9B.16b.1,366
Y71F9B.2a.1,1026
Y71F9B.2b.1,129
Y71F9B.3.1,766
Y71F9B.4.1,479
Y71F9B.5a.1,1894
Y71F9B.5a.2,2198
Y71F9B.5b.1,1906
Y71F9B.5c.1,1473
Y71F9B.6b.1,2353
Y71F9B.6c.1,2510
Y71F9B.6d.1,654
Y71F9B.6e.1,183
Y71F9B.7.1,2177
Y71F9B.8a.1,1834
Y71F9B.8e.1,726
Y71F9B.9a.1,1061
Y71F9B.9b.1,984
Y71G10AL.1a.1,3072
Y71G10AL.1b.1,3076
Y71G10AR.4.1,2431
Y71G12A.2a.1,1327
Y71G12A.2b.1,3686
Y71G12A.2c.1,3410
Y71G12A.2c.2,2829
Y71G12A.2c.3,2049
Y71G12A.2c.4,1616
Y71G12A.3a.1,3503
Y71G12A.3b.1,990
Y71G12A.4.1,1483
Y71G12A.5.1,30
Y71G12B.10.1,1064
Y71G12B.11a.1,8087
Y71G12B.11b.1,8361
Y71G12B.11c.1,5741
Y71G12B.11d.1,4957
Y71G12B.11e.1,6567
Y71G12B.11f.1,1896
Y71G12B.11g.1,177
Y71G12B.12a.1,997
Y71G12B.12b.1,511
Y71G12B.12c.1,930
Y71G12B.13.1,2208
Y71G12B.14.1,355
Y71G12B.15a.1,1075
Y71G12B.15b.1,291
Y71G12B.16.1,1431
Y71G12B.17.1,1088
Y71G12B.18a.1,1096
Y71G12B.18b.1,771
Y71G12B.1a.1,1539
Y71G12B.1b.1,1533
Y71G12B.2.1,1173
Y71G12B.20a.1,2462
Y71G12B.20c.1,1617
Y71G12B.20d.1,1446
Y71G12B.21.1,707
Y71G12B.22.1,915
Y71G12B.23a.1,965
Y71G12B.23b.1,683
Y71G12B.24a.1,1667
Y71G12B.24b.1,1079
Y71G12B.25a.1,1416
Y71G12B.25b.1,792
Y71G12B.27.1,438
Y71G12B.3.1,530
Y71G12B.30a.1,1105
Y71G12B.30b.1,762
Y71G12B.30c.1,615
Y71G12B.31a.1,1272
Y71G12B.31b.1,495
Y71G12B.32.1,868
Y71G12B.33a.1,450
Y71G12B.33b.1,832
Y71G12B.35.1,1076
Y71G12B.4.1,1168
Y71G12B.5a.1,3783
Y71G12B.6a.1,1241
Y71G12B.6b.1,243
Y71G12B.8.1,2427
Y71G12B.9a.1,2559
Y71G12B.9b.1,1722
Y71G12B.9c.1,471
Y71H10A.1a.1,2733
Y71H10A.2.1,2331
Y71H10A.2.2,1998
Y71H10A.2.3,1974
Y71H10A.2.4,1973
Y71H10B.1a.1,2134
Y71H10B.1a.2,2207
Y71H10B.1b.1,2080
Y71H10B.1c.1,1581
Y71H2AL.1.1,697
Y71H2AL.2.1,502
Y71H2AL.4.1,36
Y71H2AM.1.1,1387
Y71H2AM.10.1,3255
Y71H2AM.11.1,1559
Y71H2AM.12.1,999
Y71H2AM.13.1,1724
Y71H2AM.14a.1,1269
Y71H2AM.14a.2,1221
Y71H2AM.14a.3,1107
Y71H2AM.14b.1,960
Y71H2AM.15a.1,2628
Y71H2AM.15b.1,2609
Y71H2AM.16.1,1302
Y71H2AM.17.1,1671
Y71H2AM.19.1,3657
Y71H2AM.20a.1,1225
Y71H2AM.20b.1,1245
Y71H2AM.20b.2,1173
Y71H2AM.20b.3,1042
Y71H2AM.22a.1,1798
Y71H2AM.22b.1,552
Y71H2AM.23.1,1703
Y71H2AM.24.1,955
Y71H2AM.25.1,900
Y71H2AM.29.1,678
Y71H2AM.3.1,2229
Y71H2AM.4.1,495
Y71H2AM.5.1,443
Y71H2AM.5.2,572
Y71H2AM.6a.1,901
Y71H2AM.6b.1,914
Y71H2AM.7.1,1270
Y71H2AM.8.1,2302
Y71H2AM.9.1,1903
Y71H2AR.1.1,542
Y71H2AR.2.1,935
Y71H2AR.3.1,686
Y71H2B.1.1,525
Y71H2B.10.1,3115
Y71H2B.11.1,974
Y71H2B.11.2,1195
Y71H2B.11.3,2010
Y71H2B.2.1,1301
Y71H2B.3.1,1355
Y71H2B.4.1,351
Y71H2B.5.1,3023
Y71H2B.6.1,798
Y71H2B.6.2,4265
Y71H2B.7.1,1329
Y71H2B.8.1,1913
Y71H9A.1.1,2202
Y71H9A.10.1,860
Y71H9A.2.1,1106
Y71H9A.3.1,1416
Y71H9A.3.2,1283
Y72A10A.1a.1,1132
Y72A10A.1a.2,1042
Y72A10A.1b.1,417
Y72A10A.1c.1,729
Y73B3A.1.1,2239
Y73B3A.11.1,841
Y73B3A.14.1,1162
Y73B3A.14.2,1145
Y73B3A.15.1,1428
Y73B3A.20.1,1186
Y73B3A.20.2,820
Y73B3A.22.1,1044
Y73B3A.4.1,2453
Y73B3A.5.1,735
Y73B3A.8.1,447
Y73B3B.1.1,1131
Y73B3B.2.1,853
Y73B3B.3.1,1694
Y73B6A.1a.1,1277
Y73B6A.1b.1,678
Y73B6A.3.1,429
Y73B6A.4.1,1465
Y73B6A.5a.1,3143
Y73B6A.5b.1,3268
Y73B6A.5c.1,3245
Y73B6A.5d.1,3379
Y73B6A.5e.1,3105
Y73B6A.5f.1,2310
Y73B6BL.1.1,2356
Y73B6BL.10.1,987
Y73B6BL.11.1,987
Y73B6BL.12.1,411
Y73B6BL.13.1,392
Y73B6BL.14.1,362
Y73B6BL.18a.1,3706
Y73B6BL.18a.2,3703
Y73B6BL.18a.3,3720
Y73B6BL.18a.4,6410
Y73B6BL.18b.1,3699
Y73B6BL.18b.2,3696
Y73B6BL.19.1,2299
Y73B6BL.2.1,1237
Y73B6BL.21a.1,1125
Y73B6BL.21b.1,570
Y73B6BL.21c.1,204
Y73B6BL.21d.1,783
Y73B6BL.22.1,466
Y73B6BL.23.1,1104
Y73B6BL.24.1,1231
Y73B6BL.25.1,1450
Y73B6BL.26a.1,1402
Y73B6BL.26b.1,1502
Y73B6BL.27.1,613
Y73B6BL.270.1,132
Y73B6BL.288.1,896
Y73B6BL.289.1,236
Y73B6BL.29a.1,1124
Y73B6BL.29b.1,1158
Y73B6BL.29b.2,764
Y73B6BL.29b.3,661
Y73B6BL.3.1,1054
Y73B6BL.30a.1,604
Y73B6BL.30b.1,231
Y73B6BL.31a.1,1591
Y73B6BL.31b.1,1504
Y73B6BL.31b.2,1414
Y73B6BL.32.1,571
Y73B6BL.33a.1,2297
Y73B6BL.33b.1,1047
Y73B6BL.34.1,996
Y73B6BL.35a.1,532
Y73B6BL.35b.1,123
Y73B6BL.36.1,1076
Y73B6BL.37.1,1134
Y73B6BL.38.1,1729
Y73B6BL.39.1,1137
Y73B6BL.4.1,1937
Y73B6BL.40.1,1008
Y73B6BL.41.1,1095
Y73B6BL.42.1,1834
Y73B6BL.43.1,703
Y73B6BL.44.1,1052
Y73B6BL.47.1,1095
Y73B6BL.5a.1,1937
Y73B6BL.5b.1,1581
Y73B6BL.5c.1,1176
Y73B6BL.5d.1,2019
Y73B6BL.5e.1,1745
Y73B6BL.6a.1,2021
Y73B6BL.6a.2,1902
Y73B6BL.6b.1,2038
Y73B6BL.6b.2,1910
Y73B6BL.7a.1,2724
Y73B6BL.7b.1,792
Y73B6BL.7c.1,2184
Y73B6BL.9a.1,756
Y73B6BL.9b.1,372
Y73B6BR.1a.1,1745
Y73B6BR.1b.1,1930
Y73C8A.1b.1,1168
Y73C8B.1.1,1057
Y73C8B.2.1,978
Y73C8B.3.1,1215
Y73C8B.4.1,1490
Y73C8B.5a.1,351
Y73C8B.9a.1,96
Y73C8B.9b.1,45
Y73C8C.10.1,1402
Y73C8C.11.1,1011
Y73C8C.12.1,204
Y73C8C.2.1,1182
Y73C8C.3.1,2670
Y73C8C.4.1,1165
Y73C8C.5.1,996
Y73C8C.6a.1,1014
Y73C8C.6b.1,501
Y73C8C.8.1,3001
Y73C8C.9.1,1095
Y73E7A.1a.1,825
Y73E7A.1b.1,441
Y73E7A.2.1,1841
Y73E7A.3a.1,1763
Y73E7A.3a.2,1714
Y73E7A.3b.1,1108
Y73E7A.3c.1,1433
Y73E7A.3d.1,717
Y73E7A.4.1,804
Y73E7A.6.1,488
Y73E7A.7a.1,1462
Y73E7A.7a.2,1393
Y73E7A.7b.1,853
Y73E7A.8.1,2433
Y73E7A.9a.1,3069
Y73E7A.9b.1,1053
Y73E7A.9c.1,900
Y73E7A.9d.1,552
Y73F4A.1.1,696
Y73F4A.2.1,832
Y73F4A.3.1,643
Y73F8A.1.1,2299
Y73F8A.10.1,712
Y73F8A.11.1,1224
Y73F8A.1159.1,126
Y73F8A.12.1,452
Y73F8A.13.1,638
Y73F8A.13.2,717
Y73F8A.14.1,478
Y73F8A.15.1,468
Y73F8A.16.1,1191
Y73F8A.17.1,1242
Y73F8A.18.1,1164
Y73F8A.19.1,2156
Y73F8A.2.1,1792
Y73F8A.20.1,1710
Y73F8A.21a.1,2324
Y73F8A.21c.1,2379
Y73F8A.22.1,918
Y73F8A.23.1,801
Y73F8A.24a.1,1550
Y73F8A.24b.1,1296
Y73F8A.24c.1,1559
Y73F8A.24d.1,1308
Y73F8A.25a.1,2404
Y73F8A.25a.2,2162
Y73F8A.25b.1,990
Y73F8A.25c.1,195
Y73F8A.25d.1,2237
Y73F8A.25e.1,669
Y73F8A.25f.1,228
Y73F8A.26a.1,1960
Y73F8A.26b.1,1128
Y73F8A.27.1,657
Y73F8A.3.1,1023
Y73F8A.30a.1,2031
Y73F8A.30b.1,1845
Y73F8A.32a.1,1056
Y73F8A.34a.1,1583
Y73F8A.34b.1,408
Y73F8A.34c.1,1311
Y73F8A.34d.1,1031
Y73F8A.35a.1,2149
Y73F8A.35b.1,1713
Y73F8A.36.1,534
Y73F8A.5.1,3501
Y73F8A.6.1,1066
Y73F8A.8.1,1263
Y73F8A.9.1,1260
Y74C10AL.2.1,654
Y74C10AR.1a.1,1280
Y74C10AR.1b.1,222
Y74C10AR.2.1,450
Y74C10AR.3a.1,2482
Y74C10AR.3b.1,285
Y74C10AR.3c.1,477
Y74C9A.1.1,732
Y74C9A.2a.1,714
Y74C9A.2a.2,643
Y74C9A.2a.3,554
Y74C9A.2b.1,171
Y74C9A.3.1,892
Y74C9A.4a.1,2116
Y74C9A.4b.1,2122
Y74C9A.4c.1,1602
Y74C9A.4d.1,825
Y74C9A.5.1,2180
Y74C9A.5.2,2290
Y74E4A.1a.1,1478
Y74E4A.1b.1,1494
Y75B12A.2.1,832
Y75B12B.10.1,1065
Y75B12B.11.1,407
Y75B12B.13.1,245
Y75B12B.1a.1,1037
Y75B12B.1a.2,1091
Y75B12B.1a.3,1076
Y75B12B.1b.1,609
Y75B12B.1c.1,943
Y75B12B.2.1,635
Y75B12B.3.1,339
Y75B12B.4.1,1592
Y75B12B.5.1,640
Y75B12B.6.1,2896
Y75B12B.7.1,1050
Y75B12B.8.1,681
Y75B7AL.1a.1,1886
Y75B7AL.1b.1,1389
Y75B7AL.2a.1,1741
Y75B7AL.2b.1,1200
Y75B7AL.3.1,1295
Y75B7AL.3.2,1320
Y75B7AL.3.3,1245
Y75B7AL.4a.1,3865
Y75B7AL.4b.1,858
Y75B7AL.4c.1,3883
Y75B7AL.4d.1,3168
Y75B7AL.4e.1,3141
Y75B7AL.4f.1,2781
Y75B7AL.4g.1,2754
Y75B7AR.1.1,1503
Y75B7B.1.1,1265
Y75B7B.2.1,887
Y75B8A.1.1,1270
Y75B8A.10.1,919
Y75B8A.11a.1,520
Y75B8A.12.1,2337
Y75B8A.13.1,4415
Y75B8A.14.1,946
Y75B8A.16a.1,1511
Y75B8A.16b.1,1336
Y75B8A.16c.1,1281
Y75B8A.17.1,1280
Y75B8A.18a.1,487
Y75B8A.18b.1,285
Y75B8A.19.1,2667
Y75B8A.20.1,972
Y75B8A.21.1,982
Y75B8A.22.1,4180
Y75B8A.22.2,4144
Y75B8A.23.1,298
Y75B8A.24.1,6596
Y75B8A.24.2,6594
Y75B8A.25.1,2706
Y75B8A.26.1,4467
Y75B8A.27.1,1484
Y75B8A.28.1,1280
Y75B8A.29.1,1108
Y75B8A.29.2,1039
Y75B8A.2a.1,1096
Y75B8A.2b.1,279
